"","Artistic","Conventional","Enterprising","Investigative","Realistic","Social","income","X5","title"
"182","100","17","45","67","11","22","$29.44 hourly, $61,240 annual","https://www.onetonline.org/link/details/27-3043.05","27-3043.05 - Poets, Lyricists and Creative Writers"
"183","95","11","61","6","28","33","$18.70 hourly","https://www.onetonline.org/link/details/27-2011.00","27-2011.00 - Actors"
"184","33","61","100","6","6","56","$29.85 hourly, $62,080 annual","https://www.onetonline.org/link/details/13-1011.00","13-1011.00 - Agents and Business Managers of Artists, Performers, and Athletes"
"185","100","11","61","11","28","67","$23.19 hourly, $48,240 annual","https://www.onetonline.org/link/details/27-2032.00","27-2032.00 - Choreographers"
"186","45","95","22","0","61","39","$22.07 hourly, $45,900 annual","https://www.onetonline.org/link/details/39-3092.00","39-3092.00 - Costume Attendants"
"187","100","0","33","11","72","39","$13.74 hourly","https://www.onetonline.org/link/details/27-2031.00","27-2031.00 - Dancers"
"188","89","39","95","11","17","45","$34.11 hourly, $70,950 annual","https://www.onetonline.org/link/details/27-2012.02","27-2012.02 - Directors- Stage, Motion Pictures, Television, and Radio"
"189","100","0","28","17","67","33","$29.31 hourly, $60,970 annual","https://www.onetonline.org/link/details/39-5091.00","39-5091.00 - Makeup Artists, Theatrical and Performance"
"190","95","28","45","17","22","17","$24.09 hourly, $50,110 annual","https://www.onetonline.org/link/details/27-2041.04","27-2041.04 - Music Composers and Arrangers"
"191","100","17","78","22","28","61","$24.09 hourly, $50,110 annual","https://www.onetonline.org/link/details/27-2041.01","27-2041.01 - Music Directors"
"192","100","17","78","22","28","61","$24.09 hourly, $50,110 annual","https://www.onetonline.org/link/details/27-2041.01","27-2041.01 - Music Directors"
"193","95","28","45","17","22","17","$24.09 hourly, $50,110 annual","https://www.onetonline.org/link/details/27-2041.04","27-2041.04 - Music Composers and Arrangers"
"194","100","0","56","0","11","28","$25.14 hourly","https://www.onetonline.org/link/details/27-2042.01","27-2042.01 - Singers"
"195","95","0","50","6","28","17","$25.14 hourly","https://www.onetonline.org/link/details/27-2042.02","27-2042.02 - Musicians, Instrumental"
"196","95","0","50","6","28","17","$25.14 hourly","https://www.onetonline.org/link/details/27-2042.02","27-2042.02 - Musicians, Instrumental"
"197","78","39","95","0","6","33","$34.11 hourly, $70,950 annual","https://www.onetonline.org/link/details/27-2012.01","27-2012.01 - Producers"
"198","78","39","95","0","6","33","$34.11 hourly, $70,950 annual","https://www.onetonline.org/link/details/27-2012.01","27-2012.01 - Producers"
"199","89","39","95","11","17","45","$34.11 hourly, $70,950 annual","https://www.onetonline.org/link/details/27-2012.02","27-2012.02 - Directors- Stage, Motion Pictures, Television, and Radio"
"200","56","67","100","11","6","28","$34.11 hourly, $70,950 annual","https://www.onetonline.org/link/details/27-2012.03","27-2012.03 - Program Directors"
"201","78","45","100","6","11","39","$34.11 hourly, $70,950 annual","https://www.onetonline.org/link/details/27-2012.04","27-2012.04 - Talent Directors"
"202","50","50","100","17","50","11","$34.11 hourly, $70,950 annual","https://www.onetonline.org/link/details/27-2012.05","27-2012.05 - Technical Directors/Managers"
"203","56","67","100","11","6","28","$34.11 hourly, $70,950 annual","https://www.onetonline.org/link/details/27-2012.03","27-2012.03 - Program Directors"
"204","50","17","78","0","11","83","$13.91 hourly, $28,940 annual","https://www.onetonline.org/link/details/27-3012.00","27-3012.00 - Public Address System and Other Announcers"
"205","100","0","56","0","11","28","$25.14 hourly","https://www.onetonline.org/link/details/27-2042.01","27-2042.01 - Singers"
"206","78","45","100","6","11","39","$34.11 hourly, $70,950 annual","https://www.onetonline.org/link/details/27-2012.04","27-2012.04 - Talent Directors"
"207","50","50","100","17","50","11","$34.11 hourly, $70,950 annual","https://www.onetonline.org/link/details/27-2012.05","27-2012.05 - Technical Directors/Managers"
"208","83","45","17","50","39","6","$19.76 hourly, $41,090 annual","https://www.onetonline.org/link/details/43-9031.00","43-9031.00 - Desktop Publishers"
"209","11","78","17","0","89","0","$18.72 hourly, $38,930 annual","https://www.onetonline.org/link/details/51-5111.00","51-5111.00 - Prepress Technicians and Workers"
"210","33","61","22","11","83","6","$15.10 hourly, $31,410 annual","https://www.onetonline.org/link/details/51-5113.00","51-5113.00 - Print Binding and Finishing Workers"
"211","11","67","17","11","89","6","$17.08 hourly, $35,530 annual","https://www.onetonline.org/link/details/51-5112.00","51-5112.00 - Printing Press Operators"
"212","39","95","28","11","6","28","$17.77 hourly, $36,960 annual","https://www.onetonline.org/link/details/43-9081.00","43-9081.00 - Proofreaders and Copy Markers"
"213","6","61","22","67","100","17","$25.79 hourly, $53,640 annual","https://www.onetonline.org/link/details/49-2022.00","49-2022.00 - Telecommunications Equipment Installers and Repairers, Except Line Installers"
"214","0","28","33","17","95","0","$25.28 hourly, $52,590 annual","https://www.onetonline.org/link/details/49-9052.00","49-9052.00 - Telecommunications Line Installers and Repairers"
"215","100","33","89","6","33","22","$43.18 hourly, $89,820 annual","https://www.onetonline.org/link/details/27-1011.00","27-1011.00 - Art Directors"
"216","95","11","61","17","50","17","$32.59 hourly, $67,790 annual","https://www.onetonline.org/link/details/27-1021.00","27-1021.00 - Commercial and Industrial Designers"
"217","100","6","72","17","78","11","$16.08 hourly, $33,440 annual","https://www.onetonline.org/link/details/27-1012.00","27-1012.00 - Craft Artists"
"218","100","6","83","11","50","22","$31.33 hourly, $65,170 annual","https://www.onetonline.org/link/details/27-1022.00","27-1022.00 - Fashion Designers"
"219","100","0","39","28","67","17","$24.42 hourly, $50,790 annual","https://www.onetonline.org/link/details/27-1013.00","27-1013.00 - Fine Artists, Including Painters, Sculptors, and Illustrators"
"220","89","28","67","0","56","22","$12.43 hourly, $25,850 annual","https://www.onetonline.org/link/details/27-1023.00","27-1023.00 - Floral Designers"
"221","100","22","56","11","56","17","$22.90 hourly, $47,640 annual","https://www.onetonline.org/link/details/27-1024.00","27-1024.00 - Graphic Designers"
"222","100","33","11","50","33","6","$31.40 hourly, $65,300 annual","https://www.onetonline.org/link/details/27-1014.00","27-1014.00 - Multimedia Artists and Animators"
"223","100","22","39","33","67","17","$24.51 hourly, $50,990 annual","https://www.onetonline.org/link/details/27-1027.00","27-1027.00 - Set and Exhibit Designers"
"224","0","100","45","22","22","11","$18.46 hourly, $38,390 annual","https://www.onetonline.org/link/details/43-3031.00","43-3031.00 - Bookkeeping, Accounting, and Auditing Clerks"
"225","0","100","39","45","72","17","$20.32 hourly, $42,270 annual","https://www.onetonline.org/link/details/43-9011.00","43-9011.00 - Computer Operators"
"226","17","95","56","22","28","28","$17.49 hourly, $36,370 annual","https://www.onetonline.org/link/details/43-4021.00","43-4021.00 - Correspondence Clerks"
"227","0","56","89","6","11","56","$15.53 hourly, $32,300 annual","https://www.onetonline.org/link/details/43-4051.00","43-4051.00 - Customer Service Representatives"
"228","0","100","39","28","56","0","$14.47 hourly, $30,100 annual","https://www.onetonline.org/link/details/43-9021.00","43-9021.00 - Data Entry Keyers"
"229","6","100","61","28","28","39","$26.86 hourly, $55,860 annual","https://www.onetonline.org/link/details/43-6011.00","43-6011.00 - Executive Secretaries and Executive Administrative Assistants"
"230","0","100","45","22","61","22","$13.99 hourly, $29,090 annual","https://www.onetonline.org/link/details/43-4071.00","43-4071.00 - File Clerks"
"231","11","78","95","6","11","56","$26.12 hourly, $54,340 annual","https://www.onetonline.org/link/details/43-1011.00","43-1011.00 - First-Line Supervisors of Office and Administrative Support Workers"
"232","0","100","61","11","6","39","$18.76 hourly, $39,020 annual","https://www.onetonline.org/link/details/43-4161.00","43-4161.00 - Human Resources Assistants, Except Payroll and Timekeeping"
"233","6","83","72","6","6","61","$15.46 hourly, $32,150 annual","https://www.onetonline.org/link/details/43-4111.00","43-4111.00 - Interviewers, Except Eligibility and Loan"
"234","0","100","28","11","72","50","$12.12 hourly, $25,220 annual","https://www.onetonline.org/link/details/43-4121.00","43-4121.00 - Library Assistants, Clerical"
"235","6","95","22","22","83","6","$14.02 hourly, $29,160 annual","https://www.onetonline.org/link/details/43-9051.00","43-9051.00 - Mail Clerks and Mail Machine Operators, Except Postal Service"
"236","0","72","28","0","61","0","$11.46 hourly, $23,840 annual","https://www.onetonline.org/link/details/43-5081.02","43-5081.02 - Marking Clerks"
"237","0","100","28","11","72","28","$18.72 hourly, $38,940 annual","https://www.onetonline.org/link/details/43-5041.00","43-5041.00 - Meter Readers, Utilities"
"238","0","95","78","17","22","56","$16.82 hourly, $34,990 annual","https://www.onetonline.org/link/details/43-4141.00","43-4141.00 - New Accounts Clerks"
"239","0","100","56","11","45","45","$14.70 hourly, $30,580 annual","https://www.onetonline.org/link/details/43-9061.00","43-9061.00 - Office Clerks, General"
"240","0","78","28","0","83","11","$14.64 hourly, $30,460 annual","https://www.onetonline.org/link/details/43-9071.00","43-9071.00 - Office Machine Operators, Except Computer"
"241","6","100","67","6","33","50","$16.04 hourly, $33,370 annual","https://www.onetonline.org/link/details/43-4151.00","43-4151.00 - Order Clerks"
"242","0","100","39","11","72","17","$11.46 hourly, $23,840 annual","https://www.onetonline.org/link/details/43-5081.04","43-5081.04 - Order Fillers, Wholesale and Retail Sales"
"243","11","17","45","22","0","95","$15.53 hourly, $32,300 annual","https://www.onetonline.org/link/details/43-4051.03","43-4051.03 - Patient Representatives"
"244","0","100","45","0","11","17","$20.38 hourly, $42,390 annual","https://www.onetonline.org/link/details/43-3051.00","43-3051.00 - Payroll and Timekeeping Clerks"
"245","6","100","28","0","45","33","$27.30 hourly, $56,790 annual","https://www.onetonline.org/link/details/43-5051.00","43-5051.00 - Postal Service Clerks"
"246","0","89","39","6","78","33","$27.94 hourly, $58,110 annual","https://www.onetonline.org/link/details/43-5052.00","43-5052.00 - Postal Service Mail Carriers"
"247","0","100","22","0","61","6","$27.03 hourly, $56,220 annual","https://www.onetonline.org/link/details/43-5053.00","43-5053.00 - Postal Service Mail Sorters, Processors, and Processing Machine Operators"
"248","0","100","56","11","17","0","$19.91 hourly, $41,410 annual","https://www.onetonline.org/link/details/43-3061.00","43-3061.00 - Procurement Clerks"
"249","0","95","72","0","11","39","$13.42 hourly, $27,920 annual","https://www.onetonline.org/link/details/43-4171.00","43-4171.00 - Receptionists and Information Clerks"
"250","6","100","67","0","6","33","$16.74 hourly, $34,820 annual","https://www.onetonline.org/link/details/43-6014.00","43-6014.00 - Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
"251","0","89","45","0","67","0","$14.99 hourly, $31,180 annual","https://www.onetonline.org/link/details/43-5071.00","43-5071.00 - Shipping, Receiving, and Traffic Clerks"
"252","6","83","61","6","72","28","$11.46 hourly, $23,840 annual","https://www.onetonline.org/link/details/43-5081.01","43-5081.01 - Stock Clerks, Sales Floor"
"253","0","72","28","0","61","0","$11.46 hourly, $23,840 annual","https://www.onetonline.org/link/details/43-5081.02","43-5081.02 - Marking Clerks"
"254","0","89","28","0","89","6","$11.46 hourly, $23,840 annual","https://www.onetonline.org/link/details/43-5081.03","43-5081.03 - Stock Clerks- Stockroom, Warehouse, or Storage Yard"
"255","0","100","39","11","72","17","$11.46 hourly, $23,840 annual","https://www.onetonline.org/link/details/43-5081.04","43-5081.04 - Order Fillers, Wholesale and Retail Sales"
"256","6","83","61","6","72","28","$11.46 hourly, $23,840 annual","https://www.onetonline.org/link/details/43-5081.01","43-5081.01 - Stock Clerks, Sales Floor"
"257","0","89","28","0","89","6","$11.46 hourly, $23,840 annual","https://www.onetonline.org/link/details/43-5081.03","43-5081.03 - Stock Clerks- Stockroom, Warehouse, or Storage Yard"
"258","0","95","61","0","33","45","$13.47 hourly, $28,030 annual","https://www.onetonline.org/link/details/43-2011.00","43-2011.00 - Switchboard Operators, Including Answering Service"
"259","6","95","50","0","50","56","$17.79 hourly, $37,000 annual","https://www.onetonline.org/link/details/43-2021.00","43-2021.00 - Telephone Operators"
"260","0","100","28","0","6","6","$18.63 hourly, $38,740 annual","https://www.onetonline.org/link/details/43-9022.00","43-9022.00 - Word Processors and Typists"
"261","11","72","95","56","50","11","$65.29 hourly, $135,800 annual","https://www.onetonline.org/link/details/11-3021.00","11-3021.00 - Computer and Information Systems Managers"
"262","17","61","95","72","33","11","$50.47 hourly, $104,970 annual","https://www.onetonline.org/link/details/11-9199.11","11-9199.11 - Brownfield Redevelopment Specialists and Site Managers"
"263","28","72","100","17","6","45","$87.12 hourly, $181,210 annual","https://www.onetonline.org/link/details/11-1011.00","11-1011.00 - Chief Executives"
"264","28","56","100","56","0","22","$87.12 hourly, $181,210 annual","https://www.onetonline.org/link/details/11-1011.03","11-1011.03 - Chief Sustainability Officers"
"265","6","78","72","45","45","11","$50.47 hourly, $104,970 annual","https://www.onetonline.org/link/details/11-9199.02","11-9199.02 - Compliance Managers"
"266","0","45","100","6","6","39","$47.74 hourly, $99,310 annual","https://www.onetonline.org/link/details/11-1021.00","11-1021.00 - General and Operations Managers"
"267","0","61","100","11","0","28","$50.47 hourly, $104,970 annual","https://www.onetonline.org/link/details/11-9199.03","11-9199.03 - Investment Fund Managers"
"268","0","83","100","17","45","28","$50.47 hourly, $104,970 annual","https://www.onetonline.org/link/details/11-9199.08","11-9199.08 - Loss Prevention Managers"
"269","11","72","100","17","11","39","$50.47 hourly, $104,970 annual","https://www.onetonline.org/link/details/11-9199.01","11-9199.01 - Regulatory Affairs Managers"
"270","6","78","72","45","45","11","$50.47 hourly, $104,970 annual","https://www.onetonline.org/link/details/11-9199.02","11-9199.02 - Compliance Managers"
"271","0","61","100","11","0","28","$50.47 hourly, $104,970 annual","https://www.onetonline.org/link/details/11-9199.03","11-9199.03 - Investment Fund Managers"
